epoch,loss
0,228.65153041659042
10,144.43945200052542
20,141.18638239482766
30,139.88793468698552
40,139.11724353717824
50,138.57656910286556
60,138.16472622662278
70,137.84486241809594
80,137.5768352587879
90,137.35281856602887
100,137.17221283533107
110,137.01215180637712
120,136.8724282771732
130,136.75385748885557
140,136.64717812560986
