epoch,loss
0,236.93104908612534
10,142.42203621393875
20,138.0675856652901
30,136.5206396410468
40,135.86195855488916
50,135.49529182558788
60,135.2962042278947
70,135.15642644534947
80,135.0667169343559
90,134.96136317186117
100,134.92739920373128
110,134.88073744915414
120,134.83469505653525
130,134.81179808111781
140,134.7772482893649
