epoch,loss
0,184.27662686191414
10,148.18250114639747
20,147.41318758236227
30,147.312992036081
40,147.29486747309994
50,147.29017324528627
60,147.28540791099093
70,147.28491715957645
80,147.2804130292932
90,147.27619877286241
100,147.27688412635237
110,147.27265422820753
120,147.27154953703325
130,147.2721115889235
140,147.26849390707258
