epoch,loss
0,241.1456844844613
10,165.61772205141008
20,162.44617450610798
30,161.05236371327746
40,160.42461066857626
50,160.21603811581804
60,160.08561041033366
70,160.00828267968757
80,159.9371672884621
90,159.88573410030355
100,159.8538638092333
110,159.82567619756446
120,159.79267796559282
130,159.7748569167813
140,159.74637978389293
