epoch,loss
0,0.8693877861255994
10,0.5904281562430667
20,0.5781923681528337
30,0.5730542725363563
40,0.5700469832332525
50,0.5690942115042348
60,0.5685193289785566
70,0.5681601565728348
80,0.5679211596644558
90,0.5677179026362212
100,0.5675703861322071
110,0.5674324744958692
120,0.5673172244726316
130,0.5672106675335725
140,0.5671940272058756
