epoch,loss
0,228.64535261407462
10,144.38702856414005
20,141.12175448321221
30,139.81475560554685
40,139.03619757111989
50,138.48788519130142
60,138.06862575080405
70,137.7417941983367
80,137.46713468489426
90,137.23678075075037
100,137.05028671743125
110,136.8846450246117
120,136.7396400279564
130,136.61613098663852
140,136.50479261113375
